longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value (Predictions),median_house_value (Actual)
-117.89,33.74,33.0,619.0,139.0,1217.0,146.0,4.6875,<1H OCEAN,177830.0,154400.0
-119.31,34.44,5.0,403.0,48.0,208.0,54.0,12.632,NEAR OCEAN,484545.68,500001.0
-122.0,37.31,28.0,3811.0,585.0,1795.0,581.0,7.8383,<1H OCEAN,438147.35,372700.0
-120.46,34.64,16.0,686.0,217.0,614.0,200.0,0.8106,NEAR OCEAN,202323.1,83300.0
-121.12,39.2,9.0,1431.0,254.0,681.0,221.0,3.045,INLAND,136752.0,170400.0
-118.2,33.79,48.0,2105.0,592.0,1807.0,539.0,2.7183,NEAR OCEAN,168690.0,190400.0
-118.77,34.27,7.0,3074.0,794.0,1816.0,654.0,2.7137,<1H OCEAN,228244.09,196400.0
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,NEAR BAY,244088.02,243100.0
-122.46,37.78,47.0,1682.0,379.0,837.0,375.0,5.2806,NEAR BAY,362547.12,400000.0
-122.04,36.95,27.0,1987.0,374.0,961.0,343.0,3.9667,NEAR OCEAN,249943.0,265800.0
-117.99,34.15,44.0,2492.0,611.0,1951.0,596.0,3.1304,INLAND,178047.0,185600.0
-118.46,35.13,19.0,3109.0,640.0,1457.0,620.0,2.6417,INLAND,83796.0,94900.0
-118.36,34.1,36.0,2963.0,838.0,1129.0,745.0,2.5588,<1H OCEAN,305769.1,500001.0
-118.42,34.15,27.0,2795.0,602.0,1073.0,535.0,5.1496,<1H OCEAN,452364.44,365000.0
-117.81,34.08,13.0,18448.0,2474.0,7775.0,2397.0,7.7876,INLAND,315316.0,348900.0
-117.66,33.64,17.0,3173.0,501.0,1555.0,520.0,6.7079,<1H OCEAN,281928.0,250800.0
-118.11,33.83,36.0,1820.0,313.0,899.0,295.0,4.918,<1H OCEAN,227666.0,225200.0
-121.88,37.43,31.0,2573.0,474.0,1898.0,475.0,5.6651,<1H OCEAN,258852.0,204100.0
-118.1,34.1,34.0,2578.0,645.0,1628.0,617.0,2.34,<1H OCEAN,191028.0,210900.0
-119.23,35.77,36.0,3225.0,635.0,2034.0,593.0,2.4044,INLAND,66331.0,72500.0
-122.15,37.43,47.0,2600.0,490.0,1149.0,465.0,5.0203,NEAR BAY,368840.24,476300.0
-122.42,37.62,36.0,1017.0,165.0,407.0,159.0,4.8,NEAR OCEAN,310840.0,306800.0
-118.45,34.01,36.0,2424.0,418.0,1123.0,417.0,6.4755,<1H OCEAN,424403.24,405800.0
-118.27,34.08,43.0,962.0,253.0,658.0,244.0,3.2386,<1H OCEAN,206372.01,185000.0
-118.38,34.27,8.0,3248.0,847.0,2608.0,731.0,2.8214,<1H OCEAN,188995.06,158300.0
-122.02,37.6,31.0,2155.0,522.0,1858.0,437.0,2.652,NEAR BAY,166127.0,159800.0
-117.8,34.1,13.0,2996.0,495.0,1187.0,464.0,6.2456,INLAND,235031.01,161700.0
-118.38,34.04,39.0,2614.0,569.0,1665.0,553.0,3.4063,<1H OCEAN,310045.04,271600.0
-117.83,33.93,14.0,1956.0,282.0,671.0,269.0,6.5841,<1H OCEAN,289400.0,306400.0
-117.86,33.62,23.0,3166.0,411.0,1092.0,345.0,7.9367,<1H OCEAN,348668.08,500001.0
-117.19,34.05,33.0,3007.0,498.0,1252.0,488.0,3.8816,INLAND,117190.0,134600.0
-117.84,33.74,25.0,1818.0,577.0,1426.0,532.0,3.2104,<1H OCEAN,167795.0,112500.0
-117.24,32.79,25.0,2135.0,691.0,566.0,320.0,2.6902,NEAR OCEAN,246588.0,212500.0
-121.8,37.23,18.0,2581.0,358.0,1284.0,377.0,6.7385,<1H OCEAN,324582.03,272400.0
-117.04,34.04,30.0,3474.0,735.0,1674.0,691.0,2.5863,INLAND,99376.0,98300.0
-119.8,36.29,7.0,479.0,84.0,327.0,103.0,5.1728,INLAND,173821.0,107500.0
-117.9,34.11,23.0,4776.0,1316.0,4797.0,1187.0,2.1667,<1H OCEAN,167666.0,142600.0
-117.95,33.77,38.0,1476.0,308.0,1114.0,309.0,4.1917,<1H OCEAN,191143.0,181800.0
-122.09,37.67,39.0,2069.0,500.0,1408.0,478.0,3.1115,NEAR BAY,187534.0,153500.0
-118.42,34.03,45.0,1262.0,223.0,637.0,221.0,5.0866,<1H OCEAN,373907.06,427300.0
-118.05,33.85,25.0,2856.0,388.0,1212.0,362.0,6.1737,<1H OCEAN,319871.0,313100.0
-121.79,37.32,6.0,2850.0,561.0,2160.0,581.0,5.5336,<1H OCEAN,255034.0,241900.0
-118.16,33.97,39.0,1444.0,447.0,1890.0,416.0,2.1181,<1H OCEAN,162369.0,176600.0
-115.59,32.79,8.0,2183.0,307.0,1000.0,287.0,6.3814,INLAND,208663.0,159900.0
-117.93,33.93,37.0,1128.0,273.0,931.0,234.0,2.8,<1H OCEAN,164078.0,137500.0
-117.3,34.46,8.0,6246.0,1273.0,3883.0,1264.0,2.7917,INLAND,105537.0,98200.0
-117.9,33.73,30.0,746.0,172.0,1048.0,163.0,4.1,<1H OCEAN,166280.0,166400.0
-122.55,38.0,18.0,3119.0,803.0,1395.0,722.0,3.9265,NEAR BAY,237385.0,301100.0
-118.18,33.78,17.0,1419.0,436.0,1300.0,360.0,2.0769,NEAR OCEAN,153191.0,100000.0
-119.29,36.12,24.0,1248.0,226.0,641.0,200.0,2.4722,INLAND,68474.0,129200.0
-118.45,35.62,18.0,2304.0,527.0,782.0,390.0,1.4141,INLAND,73206.0,75800.0
-121.79,37.31,22.0,2199.0,361.0,1270.0,386.0,5.1149,<1H OCEAN,241100.0,235700.0
-119.83,36.37,25.0,1549.0,269.0,819.0,272.0,2.7159,INLAND,79314.0,101400.0
-122.42,37.74,52.0,1674.0,346.0,734.0,335.0,3.8864,NEAR BAY,268969.0,281300.0
-123.18,39.23,18.0,243.0,55.0,115.0,54.0,2.125,<1H OCEAN,164053.0,175000.0
-121.29,38.68,20.0,1881.0,378.0,921.0,360.0,1.8589,INLAND,87819.0,144000.0
-117.25,32.81,39.0,1846.0,350.0,765.0,329.0,3.9187,NEAR OCEAN,354059.06,311900.0
-118.05,33.73,25.0,2472.0,450.0,1301.0,467.0,5.0699,<1H OCEAN,247047.02,266100.0
-122.27,37.56,17.0,3211.0,847.0,1553.0,812.0,4.9434,NEAR BAY,334814.15,292100.0
-118.33,34.05,44.0,1574.0,390.0,1323.0,404.0,2.5284,<1H OCEAN,221125.0,226300.0
-121.39,38.64,33.0,1503.0,282.0,652.0,229.0,3.6937,INLAND,136589.0,99300.0
-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,<1H OCEAN,201791.0,133300.0
-122.12,37.42,35.0,2445.0,533.0,1187.0,519.0,5.2803,NEAR BAY,353124.09,362100.0
-117.17,34.05,29.0,4007.0,700.0,1576.0,696.0,3.1801,INLAND,114189.0,149300.0
-117.33,33.87,14.0,2300.0,335.0,1001.0,311.0,5.1045,INLAND,177716.0,161300.0
-117.32,34.06,52.0,802.0,160.0,564.0,131.0,2.1591,INLAND,92246.0,63500.0
-121.34,38.03,20.0,4213.0,751.0,2071.0,714.0,4.4063,INLAND,145111.0,130800.0
-122.47,37.51,15.0,4974.0,764.0,2222.0,774.0,6.7606,NEAR OCEAN,410094.17,364300.0
-121.94,37.54,27.0,3715.0,526.0,1631.0,538.0,6.2179,<1H OCEAN,310331.04,305300.0
-118.18,33.89,25.0,5896.0,1464.0,4149.0,1362.0,2.6742,<1H OCEAN,157737.0,131900.0
-117.05,32.77,33.0,3535.0,683.0,1568.0,672.0,2.8097,NEAR OCEAN,162569.0,158300.0
-118.01,34.05,37.0,682.0,172.0,813.0,173.0,3.8125,<1H OCEAN,165384.0,138000.0
-123.16,39.13,33.0,1320.0,303.0,1048.0,303.0,1.7813,<1H OCEAN,110271.0,94700.0
-121.27,38.02,32.0,342.0,58.0,138.0,52.0,2.9821,INLAND,124383.0,155000.0
-119.86,34.41,24.0,1576.0,580.0,1630.0,531.0,1.24,NEAR OCEAN,210769.01,325000.0
-118.18,33.87,44.0,2137.0,461.0,1126.0,439.0,3.4408,<1H OCEAN,169847.0,172900.0
-122.24,37.82,52.0,3665.0,517.0,1470.0,520.0,6.155,NEAR BAY,387601.17,398600.0
-117.9,33.65,27.0,3310.0,598.0,1402.0,563.0,6.632,<1H OCEAN,382870.2,441100.0
-122.26,37.88,52.0,2604.0,837.0,1798.0,769.0,1.725,NEAR BAY,217298.01,287500.0
-122.44,37.78,52.0,2695.0,657.0,1243.0,573.0,2.8569,NEAR BAY,345212.0,372200.0
-121.81,37.25,5.0,1975.0,520.0,861.0,440.0,4.4565,<1H OCEAN,256356.05,159000.0
-118.14,33.86,36.0,1774.0,348.0,934.0,333.0,4.8571,<1H OCEAN,214481.0,203300.0
-118.2,34.07,34.0,1765.0,551.0,2203.0,500.0,2.2708,<1H OCEAN,150575.0,159600.0
-119.83,36.83,14.0,2351.0,341.0,1128.0,363.0,6.9903,INLAND,224377.0,141200.0
-115.91,33.36,15.0,459.0,95.0,160.0,73.0,0.922,INLAND,55596.0,67500.0
-116.86,32.8,19.0,1747.0,291.0,848.0,290.0,4.875,<1H OCEAN,181526.0,187200.0
-117.97,33.93,31.0,1975.0,373.0,918.0,347.0,4.4107,<1H OCEAN,225076.0,202000.0
-118.39,34.19,23.0,1875.0,710.0,2555.0,657.0,2.0968,<1H OCEAN,180434.0,162500.0
-122.32,37.54,34.0,3661.0,692.0,1608.0,656.0,5.0774,NEAR OCEAN,330783.08,407200.0
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,NEAR BAY,234231.01,218500.0
-117.98,34.02,33.0,3512.0,632.0,1971.0,598.0,4.4653,<1H OCEAN,193480.0,193200.0
-117.94,33.79,24.0,4179.0,784.0,1902.0,733.0,4.7986,<1H OCEAN,209761.0,236500.0
-117.99,33.8,25.0,3179.0,639.0,2526.0,623.0,3.3281,<1H OCEAN,186527.0,180800.0
-117.92,34.1,35.0,2994.0,603.0,1933.0,561.0,4.0052,<1H OCEAN,170501.0,160700.0
-118.0,33.85,33.0,2053.0,418.0,1154.0,405.0,4.0455,<1H OCEAN,204664.0,197200.0
-117.93,33.69,26.0,2822.0,473.0,1258.0,469.0,6.4441,<1H OCEAN,306047.03,261000.0
-118.2,34.05,40.0,1146.0,323.0,1354.0,321.0,1.9205,<1H OCEAN,136816.0,121900.0
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,NEAR BAY,144137.0,118800.0
-121.3,38.03,11.0,2866.0,654.0,1404.0,525.0,2.505,INLAND,113300.0,95000.0
-117.87,33.74,31.0,2338.0,652.0,3289.0,631.0,2.6734,<1H OCEAN,153570.0,158500.0
-117.24,33.05,15.0,3029.0,555.0,1559.0,546.0,5.3129,NEAR OCEAN,273412.02,169200.0
-117.9,33.85,31.0,3413.0,764.0,2326.0,728.0,4.325,<1H OCEAN,200773.0,187100.0
-121.27,37.87,34.0,1010.0,206.0,678.0,234.0,2.9531,INLAND,105907.0,104000.0
-118.31,33.96,47.0,2005.0,392.0,1134.0,415.0,3.7143,<1H OCEAN,147998.0,140300.0
-118.28,34.1,49.0,2843.0,880.0,2004.0,796.0,2.7875,<1H OCEAN,212557.0,217300.0
-122.32,37.97,33.0,1156.0,190.0,643.0,209.0,4.5,NEAR BAY,197586.0,156600.0
-121.31,38.66,26.0,1604.0,245.0,751.0,267.0,4.7381,INLAND,145168.0,140500.0
-121.43,37.75,41.0,1717.0,325.0,855.0,303.0,2.75,INLAND,115640.0,127300.0
-118.29,34.11,24.0,3696.0,1125.0,1685.0,1031.0,2.3789,<1H OCEAN,240428.0,266700.0
-122.02,38.38,16.0,808.0,137.0,371.0,145.0,6.0767,INLAND,226057.0,216400.0
-122.01,37.92,18.0,2808.0,337.0,1038.0,337.0,8.3956,NEAR BAY,391916.12,353600.0
-117.3,34.13,42.0,2115.0,557.0,1532.0,494.0,1.4531,INLAND,72926.0,71500.0
-118.37,34.21,33.0,2034.0,470.0,1990.0,423.0,3.7455,<1H OCEAN,178380.0,159600.0
-121.83,36.98,19.0,4431.0,705.0,1764.0,679.0,4.3321,<1H OCEAN,240969.0,298600.0
-121.96,39.3,39.0,701.0,130.0,271.0,89.0,2.1845,INLAND,73559.0,112500.0
-118.3,34.03,37.0,2781.0,766.0,2586.0,729.0,1.8564,<1H OCEAN,158684.0,187500.0
-118.3,34.05,44.0,1612.0,650.0,2028.0,593.0,1.9152,<1H OCEAN,201639.0,115600.0
-118.01,34.09,29.0,3402.0,747.0,2331.0,690.0,3.6094,INLAND,195801.0,179200.0
-117.06,33.01,24.0,2618.0,485.0,726.0,443.0,3.5192,<1H OCEAN,171685.0,159100.0
-122.53,37.88,36.0,2688.0,485.0,1064.0,449.0,4.4583,NEAR BAY,405395.07,308600.0
-121.24,38.68,20.0,1402.0,236.0,676.0,236.0,3.7426,INLAND,143780.0,135500.0
-117.95,34.0,34.0,2376.0,468.0,1858.0,449.0,4.1328,<1H OCEAN,173123.0,176300.0
-118.23,34.07,40.0,506.0,119.0,397.0,114.0,3.1944,<1H OCEAN,141605.0,143800.0
-117.89,33.87,32.0,1569.0,422.0,835.0,386.0,3.0465,<1H OCEAN,193613.0,148900.0
-122.09,37.69,20.0,4296.0,817.0,1732.0,800.0,4.8036,NEAR BAY,238420.0,188300.0
-121.63,36.65,44.0,309.0,121.0,315.0,80.0,1.6071,<1H OCEAN,189193.0,112500.0
-122.05,37.68,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,NEAR BAY,257648.0,216800.0
-117.04,32.71,28.0,5274.0,991.0,3727.0,961.0,3.57,NEAR OCEAN,139033.0,109800.0
-117.04,32.7,7.0,9311.0,1703.0,7302.0,1694.0,4.419,NEAR OCEAN,194591.0,156900.0
-118.26,34.07,52.0,1802.0,613.0,2382.0,587.0,1.8438,<1H OCEAN,189515.0,185900.0
-118.13,34.17,49.0,1962.0,435.0,1329.0,457.0,3.2898,<1H OCEAN,195971.0,200000.0
-116.97,32.79,19.0,4108.0,1101.0,2971.0,1006.0,1.9893,<1H OCEAN,133355.0,112500.0
-119.55,36.51,46.0,55.0,11.0,26.0,5.0,4.125,INLAND,109446.01,67500.0
-120.92,37.65,23.0,505.0,124.0,163.0,129.0,1.3696,INLAND,108537.0,275000.0
-120.8,38.51,23.0,1001.0,195.0,369.0,157.0,3.125,INLAND,121038.0,96400.0
-121.83,38.0,15.0,6365.0,1646.0,3838.0,1458.0,2.5495,INLAND,127105.0,103600.0
-122.42,37.93,47.0,3453.0,779.0,1353.0,728.0,4.016,NEAR BAY,355670.29,274500.0
-122.27,37.47,44.0,3022.0,473.0,1235.0,477.0,6.7058,NEAR OCEAN,449707.49,495900.0
-122.36,37.94,45.0,907.0,188.0,479.0,161.0,3.0862,NEAR BAY,149804.0,79000.0
-118.32,33.33,52.0,2127.0,512.0,733.0,288.0,3.3906,ISLAND,319315.07,300000.0
-117.06,32.73,33.0,3444.0,619.0,1884.0,582.0,3.7891,NEAR OCEAN,129150.0,126700.0
-118.97,37.64,13.0,1907.0,544.0,575.0,234.0,3.0685,INLAND,121568.0,162500.0
-117.27,34.12,52.0,954.0,246.0,943.0,256.0,0.8658,INLAND,76393.0,87500.0
-120.55,37.32,21.0,1410.0,229.0,590.0,205.0,3.3194,INLAND,109242.0,141400.0
-117.99,33.9,33.0,2161.0,383.0,1235.0,383.0,5.6454,<1H OCEAN,234012.0,202800.0
-118.0,33.91,19.0,5166.0,770.0,2374.0,753.0,5.979,<1H OCEAN,285425.0,285200.0
-118.37,33.81,36.0,2031.0,339.0,817.0,337.0,5.1271,NEAR OCEAN,377324.13,458300.0
-117.97,33.66,14.0,6090.0,1338.0,1974.0,1248.0,2.8061,<1H OCEAN,207568.0,180300.0
-117.17,33.28,16.0,1921.0,312.0,862.0,280.0,5.1786,<1H OCEAN,229903.04,376800.0
-119.88,36.81,30.0,2288.0,474.0,1435.0,425.0,1.3221,INLAND,57946.0,61200.0
-117.74,34.05,29.0,2452.0,700.0,3029.0,665.0,2.1354,INLAND,114829.0,110700.0
-117.13,32.79,35.0,1458.0,262.0,723.0,257.0,4.2098,NEAR OCEAN,170132.0,174100.0
-122.06,37.65,33.0,1227.0,286.0,848.0,291.0,3.8036,NEAR BAY,167141.0,158200.0
-118.3,33.99,47.0,2212.0,533.0,1903.0,554.0,1.9853,<1H OCEAN,105003.0,101100.0
-118.06,35.68,15.0,1962.0,403.0,730.0,321.0,2.25,INLAND,87576.0,67500.0
-118.38,33.89,35.0,1778.0,330.0,732.0,312.0,6.5745,<1H OCEAN,418648.14,379300.0
-122.45,37.73,52.0,2510.0,438.0,1153.0,407.0,5.1238,NEAR BAY,320373.03,335100.0
-121.97,37.24,35.0,2553.0,533.0,1117.0,498.0,4.4063,<1H OCEAN,284713.0,436100.0
-118.14,33.95,44.0,1812.0,338.0,822.0,314.0,6.7744,<1H OCEAN,399409.22,294100.0
-121.97,37.53,35.0,2277.0,420.0,1353.0,413.0,4.75,<1H OCEAN,214947.0,197000.0
-118.15,34.86,10.0,4597.0,1009.0,2227.0,821.0,2.6149,INLAND,109361.0,83500.0
-117.2,32.86,4.0,4308.0,1095.0,1923.0,932.0,3.9356,NEAR OCEAN,229650.0,267000.0
-118.3,34.01,52.0,1444.0,343.0,1154.0,334.0,2.0625,<1H OCEAN,117190.0,134400.0
-117.98,33.79,35.0,2356.0,478.0,1659.0,480.0,4.1115,<1H OCEAN,191660.0,179700.0
-122.42,37.62,43.0,2367.0,409.0,1141.0,400.0,4.8295,NEAR OCEAN,291825.0,319000.0
-118.2,33.94,42.0,618.0,163.0,680.0,179.0,3.3472,<1H OCEAN,136803.0,154200.0
-117.01,32.81,21.0,4203.0,618.0,1620.0,600.0,5.3441,<1H OCEAN,217394.0,193500.0
-116.98,32.74,17.0,3943.0,843.0,1995.0,766.0,2.6944,<1H OCEAN,145779.0,158300.0
-122.01,37.53,19.0,4572.0,712.0,2346.0,709.0,6.0667,NEAR BAY,308608.02,245700.0
-117.92,34.03,32.0,1819.0,375.0,1728.0,375.0,3.975,<1H OCEAN,165410.01,162400.0
-123.17,39.15,30.0,1904.0,331.0,816.0,325.0,4.425,<1H OCEAN,180499.0,161900.0
-123.76,41.03,24.0,2386.0,565.0,1058.0,414.0,2.0644,<1H OCEAN,73923.0,79800.0
-122.44,37.73,46.0,3581.0,758.0,1670.0,703.0,4.1932,NEAR BAY,275468.0,269200.0
-120.43,34.93,10.0,2980.0,585.0,1593.0,562.0,3.285,<1H OCEAN,163897.0,218300.0
-122.42,37.64,41.0,98.0,20.0,68.0,19.0,2.225,NEAR OCEAN,288691.04,212500.0
-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,INLAND,171217.0,235200.0
-122.3,37.91,40.0,2866.0,617.0,1305.0,589.0,3.6321,NEAR BAY,220712.0,209100.0
-118.32,33.8,29.0,4317.0,1037.0,2102.0,959.0,3.1275,<1H OCEAN,270750.0,286400.0
-118.41,34.04,49.0,601.0,95.0,228.0,106.0,8.0239,<1H OCEAN,469382.83,500001.0
-121.94,37.34,36.0,3142.0,632.0,1372.0,560.0,5.0175,<1H OCEAN,299962.03,246100.0
-117.21,32.84,34.0,2158.0,366.0,1046.0,335.0,4.5402,NEAR OCEAN,225819.0,182100.0
-118.12,34.16,30.0,1762.0,416.0,940.0,398.0,2.8631,<1H OCEAN,195719.0,188600.0
-119.87,36.54,34.0,1370.0,287.0,818.0,269.0,2.4044,INLAND,70643.0,72500.0
-117.92,33.94,30.0,2506.0,394.0,1255.0,421.0,4.7813,<1H OCEAN,210745.0,198200.0
-118.09,33.75,32.0,6239.0,974.0,2615.0,950.0,6.6188,NEAR OCEAN,438743.34,380000.0
-118.28,34.0,46.0,1650.0,463.0,1992.0,458.0,2.3403,<1H OCEAN,127809.0,114100.0
-119.29,36.54,18.0,2581.0,628.0,2732.0,592.0,1.8429,INLAND,59235.0,58300.0
-121.92,36.55,37.0,2190.0,419.0,490.0,300.0,3.7852,NEAR OCEAN,373592.13,465800.0
-118.44,34.16,35.0,3080.0,642.0,1362.0,623.0,4.1218,<1H OCEAN,339538.0,328500.0
-122.26,37.84,52.0,696.0,191.0,345.0,174.0,2.6736,NEAR BAY,152367.01,191300.0
-119.76,36.79,26.0,3654.0,837.0,1976.0,830.0,2.1544,INLAND,74248.0,72800.0
-119.73,36.73,9.0,1621.0,428.0,678.0,394.0,2.2437,INLAND,83787.0,54200.0
-118.99,35.3,33.0,2248.0,434.0,1461.0,405.0,2.9402,INLAND,73596.0,56200.0
-118.2,34.02,49.0,1098.0,317.0,1411.0,301.0,2.75,<1H OCEAN,138019.0,146000.0
-118.47,34.05,25.0,2689.0,719.0,1229.0,663.0,3.5909,<1H OCEAN,398671.1,500001.0
-118.18,33.88,47.0,882.0,185.0,536.0,174.0,4.625,<1H OCEAN,174346.0,163000.0
-117.93,33.83,30.0,1561.0,381.0,1104.0,391.0,3.375,<1H OCEAN,189661.0,201900.0
-122.47,37.78,52.0,2635.0,587.0,1302.0,577.0,3.7292,NEAR BAY,397016.05,416700.0
-121.73,38.0,3.0,9217.0,1522.0,3578.0,1272.0,5.0016,INLAND,168624.0,189100.0
-121.97,37.25,32.0,2892.0,496.0,1193.0,492.0,6.131,<1H OCEAN,337642.02,367800.0
-122.71,38.44,27.0,966.0,251.0,462.0,230.0,1.7,<1H OCEAN,178458.0,350000.0
-117.72,33.62,19.0,5777.0,1261.0,1711.0,1225.0,2.7634,<1H OCEAN,149884.0,86900.0
-122.46,37.72,52.0,2951.0,406.0,1115.0,397.0,6.7228,NEAR OCEAN,416339.23,405200.0
-121.23,37.84,28.0,1347.0,241.0,713.0,225.0,4.0208,INLAND,130369.0,155700.0
-117.53,33.88,22.0,2855.0,667.0,2453.0,624.0,3.1312,INLAND,133046.0,91000.0
-117.25,32.82,23.0,6139.0,826.0,2036.0,807.0,9.5245,NEAR OCEAN,479093.77,500001.0
-118.15,34.04,33.0,818.0,195.0,664.0,198.0,2.1944,<1H OCEAN,166908.0,203300.0
-119.79,36.79,19.0,1524.0,448.0,960.0,386.0,1.5122,INLAND,60286.0,47500.0
-122.05,37.63,5.0,3785.0,936.0,2240.0,792.0,3.2829,NEAR BAY,216791.0,162500.0
-121.32,38.62,29.0,2430.0,448.0,1087.0,394.0,3.0864,INLAND,133369.0,177900.0
-121.82,38.01,47.0,1265.0,254.0,587.0,247.0,2.6364,INLAND,108724.0,93500.0
-122.26,38.03,25.0,2239.0,361.0,928.0,353.0,4.4474,NEAR BAY,187221.0,203700.0
-118.0,33.75,26.0,1382.0,387.0,1977.0,368.0,2.7589,<1H OCEAN,188403.0,137500.0
-118.07,33.85,16.0,3771.0,606.0,2196.0,564.0,7.0113,<1H OCEAN,351953.03,319700.0
-121.92,37.73,24.0,1407.0,327.0,501.0,295.0,2.4821,<1H OCEAN,149093.0,157200.0
-122.56,37.95,34.0,2677.0,411.0,933.0,410.0,6.1444,NEAR OCEAN,415847.21,500001.0
-117.29,34.13,44.0,2337.0,563.0,1238.0,467.0,1.5156,INLAND,73538.0,75800.0
-118.08,33.99,38.0,1683.0,328.0,1369.0,339.0,3.6196,<1H OCEAN,163191.0,170700.0
-121.68,39.82,15.0,3996.0,748.0,1786.0,728.0,3.5189,INLAND,111239.0,141300.0
-121.89,37.26,25.0,3319.0,531.0,1560.0,502.0,5.8479,<1H OCEAN,273237.0,263300.0
-117.05,34.04,23.0,3967.0,766.0,1518.0,698.0,2.29,INLAND,106651.0,111800.0
-117.84,33.9,24.0,1723.0,223.0,707.0,219.0,7.0352,<1H OCEAN,291810.04,299600.0
-117.93,33.94,28.0,3664.0,719.0,1820.0,657.0,4.225,<1H OCEAN,204180.0,224700.0
-117.94,33.78,34.0,2627.0,468.0,1409.0,450.0,4.7731,<1H OCEAN,204597.0,199200.0
-117.29,35.54,35.0,7922.0,1636.0,3431.0,1329.0,3.4145,INLAND,78358.0,40400.0
-116.88,33.93,37.0,1495.0,429.0,865.0,342.0,1.2188,INLAND,81770.0,55000.0
-117.88,33.84,34.0,1410.0,214.0,837.0,240.0,6.1168,<1H OCEAN,254145.0,213900.0
-117.49,33.99,21.0,2050.0,392.0,1153.0,336.0,4.84,INLAND,146210.0,116400.0
-117.98,34.03,21.0,797.0,162.0,484.0,166.0,2.625,<1H OCEAN,178228.02,191100.0
-119.23,34.19,16.0,5297.0,810.0,1489.0,667.0,6.4522,NEAR OCEAN,402818.27,500001.0
-117.86,33.75,13.0,1632.0,598.0,3356.0,659.0,1.5054,<1H OCEAN,170481.03,137500.0
-118.43,34.01,27.0,3133.0,1021.0,2242.0,1002.0,2.697,<1H OCEAN,306341.01,412500.0
-122.31,38.01,18.0,4123.0,874.0,1895.0,772.0,3.2759,NEAR BAY,150056.0,195000.0
-122.43,37.79,52.0,3486.0,847.0,1248.0,813.0,7.2623,NEAR BAY,413099.38,500001.0
-118.19,33.95,42.0,1651.0,463.0,1559.0,436.0,2.3882,<1H OCEAN,153794.0,148100.0
-117.11,32.91,15.0,1840.0,235.0,855.0,241.0,7.5992,<1H OCEAN,325205.06,310600.0
-118.47,34.04,32.0,2909.0,748.0,1310.0,706.0,4.516,<1H OCEAN,417289.28,350000.0
-122.42,37.75,52.0,2163.0,607.0,1447.0,546.0,3.3555,NEAR BAY,300931.0,275000.0
-117.34,34.08,35.0,1380.0,248.0,730.0,264.0,3.2305,INLAND,97934.0,93700.0
-122.06,37.99,17.0,1319.0,316.0,384.0,269.0,1.8229,NEAR BAY,149287.0,137500.0
-122.06,37.54,20.0,6483.0,1068.0,3526.0,1060.0,5.0838,NEAR BAY,254675.01,248200.0
-117.14,32.74,16.0,6075.0,1816.0,2592.0,1634.0,2.5553,NEAR OCEAN,150454.0,178100.0
-122.07,38.0,37.0,978.0,202.0,462.0,184.0,3.625,NEAR BAY,154775.0,156300.0
-122.35,40.57,18.0,2226.0,490.0,859.0,451.0,1.6821,INLAND,78003.0,69400.0
-121.37,38.69,35.0,1093.0,192.0,590.0,190.0,2.7009,INLAND,100895.0,80200.0
-120.19,36.6,25.0,875.0,214.0,931.0,214.0,1.5536,INLAND,54686.0,58300.0
-121.28,38.03,11.0,826.0,150.0,684.0,166.0,3.9265,INLAND,136955.0,107400.0
-117.51,33.95,12.0,9016.0,1486.0,4285.0,1457.0,4.9984,INLAND,173918.0,169100.0
-118.36,33.88,31.0,2518.0,543.0,1107.0,508.0,4.7404,<1H OCEAN,282260.0,295800.0
-122.3,37.97,35.0,1811.0,377.0,911.0,340.0,3.375,NEAR BAY,143945.0,149700.0
-120.87,37.76,16.0,1174.0,249.0,601.0,242.0,1.7143,INLAND,111218.0,113300.0
-115.73,33.09,27.0,452.0,103.0,258.0,61.0,2.9,INLAND,84539.0,87500.0
-121.22,37.79,38.0,2152.0,451.0,1320.0,457.0,2.5025,INLAND,94982.0,101900.0
-121.98,37.95,14.0,6290.0,854.0,2724.0,820.0,6.7371,INLAND,282131.0,267400.0
-121.79,37.67,26.0,2163.0,339.0,947.0,346.0,6.0797,INLAND,236077.0,211000.0
-117.9,33.9,18.0,3821.0,576.0,1430.0,568.0,6.9399,<1H OCEAN,315852.01,349600.0
-122.04,37.85,27.0,6039.0,780.0,2181.0,761.0,9.5862,NEAR BAY,468497.65,469400.0
-119.73,34.42,25.0,2024.0,312.0,907.0,335.0,5.4127,NEAR OCEAN,338321.02,392800.0
-116.44,33.77,18.0,4872.0,1110.0,955.0,656.0,2.2439,INLAND,140635.0,97500.0
-117.31,34.17,25.0,2795.0,596.0,1650.0,569.0,3.0078,INLAND,100196.0,87100.0
-117.14,32.8,35.0,1267.0,212.0,710.0,204.0,2.5368,NEAR OCEAN,144108.0,169600.0
